file_name,label,name,generation,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,shiny
0002-Ivysaur-home.png,2,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-masters-icon-s.png,2,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,yes
0002-Ivysaur-sprite-back-7-s.png,2,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,yes
0002-Ivysaur-RG.png,2,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-sprite-g7.png,2,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-BT.png,2,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-Sprite-g2.png,2,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-masters-icon.png,2,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0003-Venusaur-dream3.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-smile.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-sprite-s.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,yes
0003-Venusaur-go.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-masters-icon.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-masters-s.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,yes
0003-Venusaur-home-menu.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-RG.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-SpriteBack.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-anime.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-masters-icon-s.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,yes
0003-Venusaur-BT.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-anime-02.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-home.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-home-s.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,yes
0003-Venusaur-masters.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-RB.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-snap.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-dream.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-dream2.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-stadium.png,3,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0004-Charmander-SpriteBack-2.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-BT.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-masters-icon-s.png,4,Charmander,1,Fire,,39,52,43,60,50,65,yes
0004-Charmander-RG.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-snap.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-dream5.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-smile.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-conquest.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-Sprite-g2.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-3dPro.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-sprite-back-3-s.png,4,Charmander,1,Fire,,39,52,43,60,50,65,yes
0004-Charmander-sprite-s.png,4,Charmander,1,Fire,,39,52,43,60,50,65,yes
0004-Charmander-battle-rev.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-MS8.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-sprite.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-RB.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-masters.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-home.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-home-menu.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-home-s.png,4,Charmander,1,Fire,,39,52,43,60,50,65,yes
0004-Charmander-SpriteBack-3.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-go.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-stadium.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-sprite-g8.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-dream3.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-masters-icon.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-dream.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-sprite-back-7-s.png,4,Charmander,1,Fire,,39,52,43,60,50,65,yes
0004-Charmander-dream4.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-anime-02.png,4,Charmander,1,Fire,,39,52,43,60,50,65,no
0005-Charmeleon-masters.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-smile.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-masters-s.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,yes
0005-Charmeleon-SpriteBack-3.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-stadium.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-Sprite-g2.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-sprite-g8.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-dream.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-sprite-g7.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-sprite-back-3-s.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,yes
0005-Charmeleon-conquest.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-SpriteBack-2.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-sprite-back-7-s.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,yes
0005-Charmeleon-home-menu.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-BT.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-go-s.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,yes
0005-Charmeleon-go.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-masters-icon-s.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,yes
0005-Charmeleon-.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-home-s.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,yes
0005-Charmeleon-battle-rev.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-dream2.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0005-Charmeleon-sprite-s.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,yes
0005-Charmeleon-anime-02.png,5,Charmeleon,1,Fire,,58,64,58,80,65,80,no
0006-Charizard-masters-s.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,yes
0006-Charizard-RB.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-smile.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-sprite-g8.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-SpriteBack-3.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-MS8.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-dream2.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-anime-03.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-anime-04.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-conquest.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-stadium.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-home-menu.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-anime.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-BT.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-masters-icon.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-sprite.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-dream6.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-Sprite-g2.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-anime-02.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-SpriteBack-2.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-RG.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-SpriteBack-4.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-dream4.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-home.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-sprite-back-3-s.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,yes
0006-Charizard-dream5.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,no
0006-Charizard-sprite-s.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,yes
0006-Charizard-home-s.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,yes
0006-Charizard-go-s.png,6,Charizard,1,Fire,Flying,78,84,78,109,85,100,yes
0007-Squirtle-masters-s.png,7,Squirtle,1,Water,,44,48,65,50,64,43,yes
0007-Squirtle-home-menu.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-anime-04.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-battle-rev.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-stadium.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-sprite-back-7-s.png,7,Squirtle,1,Water,,44,48,65,50,64,43,yes
0007-Squirtle-dream7.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-home.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-SpriteBack-4.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-dream6.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-sprite-g7.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-3dPro.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-go-s.png,7,Squirtle,1,Water,,44,48,65,50,64,43,yes
0007-Squirtle-masters-icon-s.png,7,Squirtle,1,Water,,44,48,65,50,64,43,yes
0007-Squirtle-dream5.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-snap.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-SpriteBack-3.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-masters-icon.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-dream4.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-RG.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-sprite-g8.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-sprite-s.png,7,Squirtle,1,Water,,44,48,65,50,64,43,yes
0007-Squirtle-go.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-sprite.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-dun.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-dream2.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-anime.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-anime-02.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-masters.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-dream8.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-MS8.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0007-Squirtle-dream3.png,7,Squirtle,1,Water,,44,48,65,50,64,43,no
0008-Wartortle-home-s.png,8,Wartortle,1,Water,,59,63,80,65,80,58,yes
0008-Wartortle-anime-04.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-SpriteBack-2.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-home.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-RB.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-sprite-back-3-s.png,8,Wartortle,1,Water,,59,63,80,65,80,58,yes
0008-Wartortle-SpriteBack-4.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-masters-icon.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-RG.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-smile.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-masters-s.png,8,Wartortle,1,Water,,59,63,80,65,80,58,yes
0008-Wartortle-Sprite-g2.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-stadium.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-sprite-back-7-s.png,8,Wartortle,1,Water,,59,63,80,65,80,58,yes
0008-Wartortle-SpriteBack-3.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-anime.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-sprite-g7.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-go-s.png,8,Wartortle,1,Water,,59,63,80,65,80,58,yes
0008-Wartortle-home-menu.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-sprite.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0008-Wartortle-BT.png,8,Wartortle,1,Water,,59,63,80,65,80,58,no
0009-Blastoise-Sprite-g2.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-masters-s.png,9,Blastoise,1,Water,,79,83,100,85,105,78,yes
0009-Blastoise-anime.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-go.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-masters-icon.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-home-menu.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-battle-rev.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-snap.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-dream4.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-anime-02.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-RB.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-go-s.png,9,Blastoise,1,Water,,79,83,100,85,105,78,yes
0009-Blastoise-stadium.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-MS8.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-sprite-g7.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-sprite.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-SpriteBack-3.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-dream.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-sprite-back-7-s.png,9,Blastoise,1,Water,,79,83,100,85,105,78,yes
0009-Blastoise-dream3.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-masters.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-RG.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-masters-icon-s.png,9,Blastoise,1,Water,,79,83,100,85,105,78,yes
0009-Blastoise-dream2.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-home-s.png,9,Blastoise,1,Water,,79,83,100,85,105,78,yes
0009-Blastoise-anime-04.png,9,Blastoise,1,Water,,79,83,100,85,105,78,no
0009-Blastoise-sprite-s.png,9,Blastoise,1,Water,,79,83,100,85,105,78,yes
0010-Caterpie-dream.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-masters-icon.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-RB.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-SpriteBack-2.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-anime.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-sprite-g7.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-home-s.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,yes
0010-Caterpie-sprite-s.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,yes
0010-Caterpie-Sprite-g2.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-home.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-go.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-SpriteBack-3.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-masters-icon-s.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,yes
0010-Caterpie-go-s.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,yes
0010-Caterpie-smile.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-anime-02.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-sprite-back-7-s.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,yes
0010-Caterpie-battle-rev.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-RG.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-masters.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-SpriteBack-4.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-anime-04.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-sprite-g8.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0010-Caterpie-stadium.png,10,Caterpie,1,Bug,,45,30,35,20,20,45,no
0011-Metapod-dream.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-sprite-s.png,11,Metapod,1,Bug,,50,20,55,25,25,30,yes
0011-Metapod-Sprite-g2.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-masters-icon.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-masters.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-sprite.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-RG.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-SpriteBack-4.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-smile.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-home-s.png,11,Metapod,1,Bug,,50,20,55,25,25,30,yes
0011-Metapod-go.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-BT.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-battle-rev.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-anime-04.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-anime-02.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-sprite-back-7-s.png,11,Metapod,1,Bug,,50,20,55,25,25,30,yes
0011-Metapod-masters-s.png,11,Metapod,1,Bug,,50,20,55,25,25,30,yes
0011-Metapod-MS8.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-go-s.png,11,Metapod,1,Bug,,50,20,55,25,25,30,yes
0011-Metapod-masters-icon-s.png,11,Metapod,1,Bug,,50,20,55,25,25,30,yes
0011-Metapod-SpriteBack-3.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-home.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0011-Metapod-sprite-back-3-s.png,11,Metapod,1,Bug,,50,20,55,25,25,30,yes
0011-Metapod-home-menu.png,11,Metapod,1,Bug,,50,20,55,25,25,30,no
0012-Butterfree-masters-icon-s.png,12,Butterfree,1,Bug,Flying,60,45,50,90,80,70,yes
0012-Butterfree-sprite.png,12,Butterfree,1,Bug,Flying,60,45,50,90,80,70,no
0012-Butterfree-dream2.png,12,Butterfree,1,Bug,Flying,60,45,50,90,80,70,no
0012-Butterfree-masters.png,12,Butterfree,1,Bug,Flying,60,45,50,90,80,70,no
0012-Butterfree-go-s.png,12,Butterfree,1,Bug,Flying,60,45,50,90,80,70,yes
0012-Butterfree-stadium.png,12,Butterfree,1,Bug,Flying,60,45,50,90,80,70,no
0012-Butterfree-sprite-back-3-s.png,12,Butterfree,1,Bug,Flying,60,45,50,90,80,70,yes
0012-Butterfree-MS8.png,12,Butterfree,1,Bug,Flying,60,45,50,90,80,70,no
0012-Butterfree-home-s.png,12,Butterfree,1,Bug,Flying,60,45,50,90,80,70,yes
0012-Butterfree-BT.png,12,Butterfree,1,Bug,Flying,60,45,50,90,80,70,no
0012-Butterfree-.png,12,Butterfree,1,Bug,Flying,60,45,50,90,80,70,no
